id,name,company,salaty,job_experience,url
120994323,Data analyst / data engineer,Bell Integrator,0,От 1 года до 3 лет,https://hh.ru/vacancy/120994323
120831450,Data Engineer,Oil and Gas Production Tools,0,От 3 до 6 лет,https://hh.ru/vacancy/120831450
121048646,"Аналитик данных (рекомендательные системы, персонализация)",Ozon,0,От 1 года до 3 лет,https://hh.ru/vacancy/121048646
120928758,Системный аналитик,Цифровой аудит,0,От 3 до 6 лет,https://hh.ru/vacancy/120928758
120988551,Аналитик DWH/BI,Navicon,0,От 1 года до 3 лет,https://hh.ru/vacancy/120988551
120922129,Data Engineer (Сербия),STARTRIBE LTD,0,От 1 года до 3 лет,https://hh.ru/vacancy/120922129
120837000,Head of analytics (Директор по аналитике),Karuna,0,Более 6 лет,https://hh.ru/vacancy/120837000
121032246,"Data Scientist, Картиночный поиск",Ozon,0,От 1 года до 3 лет,https://hh.ru/vacancy/121032246
120214513,Data аналитик,РСХБ-Интех,0,От 1 года до 3 лет,https://hh.ru/vacancy/120214513
120881824,Системный аналитик,ГКУ «Центр цифровой трансформации РТ»,0,От 1 года до 3 лет,https://hh.ru/vacancy/120881824
119592656,Аналитик данных / Инженер по качеству данных,X5 Tech,0,От 1 года до 3 лет,https://hh.ru/vacancy/119592656
121031503,"Аналитик данных (Последняя миля, ПВЗ)",Ozon,0,От 1 года до 3 лет,https://hh.ru/vacancy/121031503
120208628,Системный аналитик,Magenta Technology,0,От 1 года до 3 лет,https://hh.ru/vacancy/120208628
120521299,Количественный аналитик/трейдер,Quanthill,0,От 3 до 6 лет,https://hh.ru/vacancy/120521299
120848530,Технический бизнес-аналитик (автоматизация процессов),Цифровой аудит,0,От 3 до 6 лет,https://hh.ru/vacancy/120848530
119937595,Аналитик данных,Государственное бюджетное учреждение Республики Саха (Якутия) Республиканский центр инфокоммуникационных технологий,0,От 1 года до 3 лет,https://hh.ru/vacancy/119937595
120582023,Data analyst,Aviasales.ru,0,От 3 до 6 лет,https://hh.ru/vacancy/120582023
120752731,Junior Data analyst,Game Forest,0,От 1 года до 3 лет,https://hh.ru/vacancy/120752731
121047852,Data analyst / Бизнес (BI)-аналитик,Арнест ЮниРусь,0,От 3 до 6 лет,https://hh.ru/vacancy/121047852
121047872,Data analyst / Бизнес (BI)-аналитик,Арнест ЮниРусь,0,От 3 до 6 лет,https://hh.ru/vacancy/121047872
121123661,Data Steward в Data Office,WILDBERRIES,0,От 1 года до 3 лет,https://hh.ru/vacancy/121123661
120878264,BI-аналитик,VOXYS,0,От 1 года до 3 лет,https://hh.ru/vacancy/120878264
120313496,"Системный аналитик (REST API, Kafka, интеграции)",Клауд Солюшенс,0,От 3 до 6 лет,https://hh.ru/vacancy/120313496
120854537,Data analyst / Аналитик данных,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/120854537
119833606,Дата-инженер (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/119833606
121018143,AI/ML Product manager/Business Analyst,High Sky,0,От 3 до 6 лет,https://hh.ru/vacancy/121018143
120837157,Power BI & Data Аналитик,AIRECRUITMENT,0,От 1 года до 3 лет,https://hh.ru/vacancy/120837157
120531362,Data Analyst,Sape,0,От 1 года до 3 лет,https://hh.ru/vacancy/120531362
118976810,Руководитель аналитиков отчетности,Крупная FMCG компания,0,Нет опыта,https://hh.ru/vacancy/118976810
119833695,Дата-инженер (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/119833695
120436057,Младший Data-аналитик,СБЕР,0,Нет опыта,https://hh.ru/vacancy/120436057
121074122,Менеджер направления аналитики,X5 Tech,0,Более 6 лет,https://hh.ru/vacancy/121074122
120875311,"Middle Data Analyst [Segmento, МТС Веб Сервисы]",МТС,0,От 1 года до 3 лет,https://hh.ru/vacancy/120875311
120567743,Аналитик данных,"МАГНИТ, Розничная сеть",0,От 1 года до 3 лет,https://hh.ru/vacancy/120567743
121023319,"Middle Data Engineer [Команда автоматизации отчетности, МТС Веб Сервисы]",МТС,0,От 3 до 6 лет,https://hh.ru/vacancy/121023319
120038465,Data Engineer (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/120038465
120431619,Руководитель отдела Бизнес-аналитики,УК Группа Океан,0,Более 6 лет,https://hh.ru/vacancy/120431619
120606408,Мидл дата аналитик / Middle data analyst,Медиапоинт,0,От 1 года до 3 лет,https://hh.ru/vacancy/120606408
121109418,Системный аналитик / System Analyst,Aston,0,От 3 до 6 лет,https://hh.ru/vacancy/121109418
120216303,Бизнес-аналитик данных,Честный знак.рф,0,От 1 года до 3 лет,https://hh.ru/vacancy/120216303
120824091,Аналитик данных / Data analyst,HuntIT,0,От 3 до 6 лет,https://hh.ru/vacancy/120824091
121110324,ML-инженер в направление клиентской аналитики,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/121110324
120547919,Algorithmic Trader/Алгоритмический трейдер в Sparkland,Знаем Имена,0,Нет опыта,https://hh.ru/vacancy/120547919
120463752,Аналитик данных,Johnson & Johnson,0,От 1 года до 3 лет,https://hh.ru/vacancy/120463752
120860207,Дата инженер,2ГИС,0,От 3 до 6 лет,https://hh.ru/vacancy/120860207
120076755,Quantitative Analyst,Insolvent Capital,0,От 1 года до 3 лет,https://hh.ru/vacancy/120076755
119808429,Дата-инженер (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/119808429
121097089,Аналитик данных,Газпром нефть,0,От 1 года до 3 лет,https://hh.ru/vacancy/121097089
120982833,Руководитель группы анализа данных,Rambler&Co,0,От 1 года до 3 лет,https://hh.ru/vacancy/120982833
120361702,Junior Data Engineer (блок «Стратегия и развитие»),СБЕР,0,От 1 года до 3 лет,https://hh.ru/vacancy/120361702
119809911,Data-инженер (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/119809911
119704949,Junior Product Analyst в Travel Tech,Sputnik8,0,Нет опыта,https://hh.ru/vacancy/119704949
120384592,Аналитик данных (Data Analyst),РТК-СОФТ,0,От 1 года до 3 лет,https://hh.ru/vacancy/120384592
120917681,Data Engineer [Middle],Диплей,0,От 1 года до 3 лет,https://hh.ru/vacancy/120917681
121078515,Аналитик DWH (Дивизион по управлению рисками),АО «ОТП Банк» (JSC «OTP Bank»),0,От 3 до 6 лет,https://hh.ru/vacancy/121078515
118242039,Системный аналитик,Эмбедика,0,От 1 года до 3 лет,https://hh.ru/vacancy/118242039
120782080,Data Engineer (YandexCloud / Junior+/Middle),Глобал Трейд Солюшнс,0,От 1 года до 3 лет,https://hh.ru/vacancy/120782080
120803200,Data Analyst/Дата-аналитик (команда маркетинга),Garage Eight,0,От 3 до 6 лет,https://hh.ru/vacancy/120803200
120634069,Data Engineer,ГКУ Инфогород,0,От 1 года до 3 лет,https://hh.ru/vacancy/120634069
120882598,Аналитик данных / Data analyst,ТЕХНОЛОГИИ ОТРАСЛЕВОЙ ТРАНСФОРМАЦИИ,0,От 1 года до 3 лет,https://hh.ru/vacancy/120882598
115944031,Аналитик данных (портал gosuslugi.ru),РТЛабс,0,От 1 года до 3 лет,https://hh.ru/vacancy/115944031
120026645,Data Engineer (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/120026645
120997054,Product Analytics Team Lead,OneTwoTrip,0,От 3 до 6 лет,https://hh.ru/vacancy/120997054
119789538,Data Analyst/Data Scientist (RuBackup),Группа компаний Астра,0,От 1 года до 3 лет,https://hh.ru/vacancy/119789538
121123758,Data Scientist/ ML Engineer на Интеллектуальную платформу коммуникации,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/121123758
118976809,Руководитель аналитиков отчетности,Крупная FMCG компания,0,Нет опыта,https://hh.ru/vacancy/118976809
119788419,Дата-инженер (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/119788419
120834385,Аналитик данных (Data analyst),Правительство Москвы,0,От 1 года до 3 лет,https://hh.ru/vacancy/120834385
120555018,Data Analyst,HuntIT,0,От 1 года до 3 лет,https://hh.ru/vacancy/120555018
118767395,"Аналитик, Склад, Разработка аппаратных проектов",Ozon,0,От 1 года до 3 лет,https://hh.ru/vacancy/118767395
119335005,Data scientist (команды CRM и модели оптимизации),Банк ВТБ (ПАО),0,От 1 года до 3 лет,https://hh.ru/vacancy/119335005
121075771,Data Analyst (СЦ),WILDBERRIES,0,От 1 года до 3 лет,https://hh.ru/vacancy/121075771
121086512,Data Scientist Senior/ Team lead,metaLead,0,От 3 до 6 лет,https://hh.ru/vacancy/121086512
120405009,Data Scientist middle,Бюро кредитных историй Скоринг Бюро,0,От 3 до 6 лет,https://hh.ru/vacancy/120405009
120463910,Системный аналитик (АСУ Технолог),JSA Group,0,От 1 года до 3 лет,https://hh.ru/vacancy/120463910
108987565,Data Engineer,Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/108987565
120206137,Data аналитик,Альфа-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/120206137
119315758,Аналитик данных,VK,0,От 3 до 6 лет,https://hh.ru/vacancy/119315758
120863122,Data Engineer/Data Scientist,Альфа-Банк,0,От 3 до 6 лет,https://hh.ru/vacancy/120863122
120245736,Product Analyst / Продуктовый аналитик,Telega.in,0,От 3 до 6 лет,https://hh.ru/vacancy/120245736
120961629,Аналитик данных / специалист,Московский городской педагогический университет (ГАОУ ВО МГПУ),0,От 1 года до 3 лет,https://hh.ru/vacancy/120961629
120325505,Data Scientist,Dolphin,0,От 3 до 6 лет,https://hh.ru/vacancy/120325505
120911953,Аналитик данных,MARKS GROUP,0,От 3 до 6 лет,https://hh.ru/vacancy/120911953
120392190,Data Analyst / Аналитик данных,Лаборатория Касперского,0,От 1 года до 3 лет,https://hh.ru/vacancy/120392190
120998674,Lead Product Analyst (iGaming),Yasha Limited,0,От 3 до 6 лет,https://hh.ru/vacancy/120998674
120960210,Продуктовый аналитик (проект в LiveLib),Литрес,0,От 3 до 6 лет,https://hh.ru/vacancy/120960210
120083364,Senior Financial Analyst,ANCOR,0,Нет опыта,https://hh.ru/vacancy/120083364
120914178,BI-аналитик,Пэй Энджин,0,От 1 года до 3 лет,https://hh.ru/vacancy/120914178
120871960,Аналитик данных / Data analyst,WILDBERRIES,0,От 1 года до 3 лет,https://hh.ru/vacancy/120871960
121027371,Системный аналитик DWH,Яндекс,0,От 3 до 6 лет,https://hh.ru/vacancy/121027371
117796801,Data Scientist,Альфа-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/117796801
120860208,Дата инженер,2ГИС,0,От 3 до 6 лет,https://hh.ru/vacancy/120860208
120098859,Руководитель Группы управления данными,Государственное бюджетное учреждение Республики Саха (Якутия) Республиканский центр инфокоммуникационных технологий,0,От 1 года до 3 лет,https://hh.ru/vacancy/120098859
120991858,Data Analyst,STARTRIBE LTD,0,От 3 до 6 лет,https://hh.ru/vacancy/120991858
111417147,"Продуктовый аналитик (AB тестирование, ML модели)",Х5 Group,0,От 3 до 6 лет,https://hh.ru/vacancy/111417147
121088994,Руководитель аналитики операционной эффективности,"Лента, федеральная розничная сеть",0,Более 6 лет,https://hh.ru/vacancy/121088994
120314042,Продуктовый аналитик,РБК,0,От 1 года до 3 лет,https://hh.ru/vacancy/120314042
121016521,Разработчик DWH,Дион Софт,0,Более 6 лет,https://hh.ru/vacancy/121016521
121067710,Data Scientist (процессные и финансовые модели),Банк ВТБ (ПАО),0,От 1 года до 3 лет,https://hh.ru/vacancy/121067710
118974678,Data Engineer,МедиаСофт,0,От 1 года до 3 лет,https://hh.ru/vacancy/118974678
120687029,Системный аналитик АСУ ОГР,JSA Group,0,От 3 до 6 лет,https://hh.ru/vacancy/120687029
120867392,Системный аналитик,ЕВРАЗ,0,От 3 до 6 лет,https://hh.ru/vacancy/120867392
120979468,Дата-инженер в команду Данные и новые технологии,Банк ДОМ.РФ,0,Более 6 лет,https://hh.ru/vacancy/120979468
120838221,Руководитель команды интеграции,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/120838221
120268503,Аналитик данных,Т1,0,От 1 года до 3 лет,https://hh.ru/vacancy/120268503
119803447,Дата-инженер (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/119803447
120724223,System Analyst DWH,Lamoda Tech,0,От 1 года до 3 лет,https://hh.ru/vacancy/120724223
119810047,Data-инженер (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/119810047
120820930,"Data Scientist, Anti-Fraud, Ozon Bank",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/120820930
120330427,Системный аналитик Озера данных,РСХБ-Интех,0,От 3 до 6 лет,https://hh.ru/vacancy/120330427
120604134,Архитектор данных,Московская объединенная энергетическая компания,0,От 3 до 6 лет,https://hh.ru/vacancy/120604134
120691313,Data Analyst,ARK,0,От 1 года до 3 лет,https://hh.ru/vacancy/120691313
119780991,Data Engineer,Selectel,0,От 1 года до 3 лет,https://hh.ru/vacancy/119780991
120293628,Аналитик данных,АстраЗенека,0,От 1 года до 3 лет,https://hh.ru/vacancy/120293628
120959550,Аналитик по работе с данными,ГУП Московский социальный регистр,0,От 3 до 6 лет,https://hh.ru/vacancy/120959550
119908857,Системный аналитик,Ростелеком - Центры обработки данных,0,От 1 года до 3 лет,https://hh.ru/vacancy/119908857
120929421,Системный аналитик / System Analyst,Aston,0,От 3 до 6 лет,https://hh.ru/vacancy/120929421
120219162,Аналитик данных,Linde,0,От 3 до 6 лет,https://hh.ru/vacancy/120219162
115999151,Аналитик данных (Data Scientist),Газпром нефть,0,От 1 года до 3 лет,https://hh.ru/vacancy/115999151
121098073,Lead Data Engineer,СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/121098073
120879402,Data Analyst (Ограничения и рейтинг),WILDBERRIES,0,От 3 до 6 лет,https://hh.ru/vacancy/120879402
119788086,Системный аналитик по управлению данными,Инсейлс Рус,0,От 3 до 6 лет,https://hh.ru/vacancy/119788086
116709538,Data analyst / Аналитик данных,WILDBERRIES,0,От 1 года до 3 лет,https://hh.ru/vacancy/116709538
119876741,Системный аналитик Senior,Napoleon IT,0,От 3 до 6 лет,https://hh.ru/vacancy/119876741
120478948,Senior NLP-инженер,"МАГНИТ, Розничная сеть",0,От 3 до 6 лет,https://hh.ru/vacancy/120478948
120553753,Аналитик данных (Data Science),ПИК-специализированный застройщик,0,От 3 до 6 лет,https://hh.ru/vacancy/120553753
120579478,Системный аналитик (Security),YADRO,0,От 3 до 6 лет,https://hh.ru/vacancy/120579478
120413573,Data Analyst / Аналитик данных (платформа),СберЗдоровье,0,От 1 года до 3 лет,https://hh.ru/vacancy/120413573
120921053,Data Engineer в маркетинг,Туту,0,От 3 до 6 лет,https://hh.ru/vacancy/120921053
121042225,Разработчик DWH и BI ЕХД Oracle (цифровизация),МТС Финтех,0,От 3 до 6 лет,https://hh.ru/vacancy/121042225
120872394,Системный аналитик (Департамент по управлению данными),АБСОЛЮТ БАНК,0,От 3 до 6 лет,https://hh.ru/vacancy/120872394
121078073,"Старший специалист МО (ML Engineer / Data Scientist, видеоаналитика, CV)",Инфосистемы Джет,0,От 3 до 6 лет,https://hh.ru/vacancy/121078073
120495661,Системный аналитик (системы мониторинга),Клауд Солюшенс,0,Более 6 лет,https://hh.ru/vacancy/120495661
120417659,Аналитик данных (Junior+),СберЗдоровье,0,От 1 года до 3 лет,https://hh.ru/vacancy/120417659
121074967,Аналитик данных (Виртуальные ассистенты),Т1,0,От 3 до 6 лет,https://hh.ru/vacancy/121074967
120726996,Системный аналитик (DWH),Т1,0,От 1 года до 3 лет,https://hh.ru/vacancy/120726996
120536896,Data Engineer,ARK,0,От 1 года до 3 лет,https://hh.ru/vacancy/120536896
119785159,Риск-аналитик (Data Science),Ак Барс Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/119785159
120400363,Senior/Team lead Data Analyst (Синьор/Тимлид аналитик),Медиапоинт,0,Более 6 лет,https://hh.ru/vacancy/120400363
120751511,Аналитик данных,Электронная Москва,0,От 1 года до 3 лет,https://hh.ru/vacancy/120751511
120475498,Системный аналитик,СимбирСофт,0,От 3 до 6 лет,https://hh.ru/vacancy/120475498
120267881,Специалист по машинному обучению и ИИ/ Data Scientist в команду RecSys (middle),Литрес,0,От 1 года до 3 лет,https://hh.ru/vacancy/120267881
119486029,Инженер данных/ Аналитик данных,Центр Биометрических Технологий,0,От 3 до 6 лет,https://hh.ru/vacancy/119486029
120548863,Data Engineer,Т1,0,От 1 года до 3 лет,https://hh.ru/vacancy/120548863
120345929,Data Engineer,Valiotti Analytics,0,От 3 до 6 лет,https://hh.ru/vacancy/120345929
120221475,Продуктовый аналитик (МТС Лайв),МТС,0,От 3 до 6 лет,https://hh.ru/vacancy/120221475
120362324,Middle Data Analyst,Skyeng,0,От 3 до 6 лет,https://hh.ru/vacancy/120362324
121071193,"Старший Data Scientist, RND проекты поиска",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/121071193
120017307,Data Scientist (Computer Vision),Крым Диджитал Груп,0,От 3 до 6 лет,https://hh.ru/vacancy/120017307
120818226,Аналитик данных (Data Analyst) в команду домена В2С,Банк ДОМ.РФ,0,От 3 до 6 лет,https://hh.ru/vacancy/120818226
120380884,Аналитик данных,"Тануки, японский ресторан",0,От 1 года до 3 лет,https://hh.ru/vacancy/120380884
119808686,Дата-инженер (Junior),Т-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/119808686
120820931,"Data Scientist, Anti-Fraud, Ozon Bank",Ozon,0,От 3 до 6 лет,https://hh.ru/vacancy/120820931
121088355,Дата-аналитик (CVM),билайн,0,От 3 до 6 лет,https://hh.ru/vacancy/121088355
116617058,Data Engineer / Data analyst,PUSK,0,От 1 года до 3 лет,https://hh.ru/vacancy/116617058
119797068,Data-аналитик,ИЦ АЙ-ТЕКО,0,От 3 до 6 лет,https://hh.ru/vacancy/119797068
120882079,Senior Data engineer (DWH),WILDBERRIES,0,От 3 до 6 лет,https://hh.ru/vacancy/120882079
120964246,Руководитель группы системного анализа,билайн,0,От 3 до 6 лет,https://hh.ru/vacancy/120964246
120832759,Senior Data Engineer / DWH Architect,Хантфлоу,0,От 3 до 6 лет,https://hh.ru/vacancy/120832759
120393756,"Аналитик данных /Data Analyst в стрим ""Виртуальные ассистенты""",Банк ВТБ (ПАО),0,От 3 до 6 лет,https://hh.ru/vacancy/120393756
120768233,Системный аналитик,билайн,0,От 1 года до 3 лет,https://hh.ru/vacancy/120768233
120462158,Аналитик данных,АШАН Ритейл Россия,0,От 1 года до 3 лет,https://hh.ru/vacancy/120462158
119681740,"Аналитик данных (проект ""Мультибонус"")",Банк ВТБ (ПАО),0,От 1 года до 3 лет,https://hh.ru/vacancy/119681740
119842731,Data Engineer,Koronatech,0,От 3 до 6 лет,https://hh.ru/vacancy/119842731
120814458,BI Analyst,Ventra,0,От 3 до 6 лет,https://hh.ru/vacancy/120814458
111956268,"Аналитик данных (Excel, SQL)",Правительство Москвы,0,От 3 до 6 лет,https://hh.ru/vacancy/111956268
119299217,Data Analyst (команда Intelligent Search),СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/119299217
120728402,Junior Аналитик данных SQL / Data Аналитик,ИЦ АЙ-ТЕКО,0,От 1 года до 3 лет,https://hh.ru/vacancy/120728402
120583433,Бизнес-системный аналитик,Бюро кредитных историй Скоринг Бюро,0,От 3 до 6 лет,https://hh.ru/vacancy/120583433
114953545,Аналитик отчетных систем DWH,Совкомбанк Технологии,0,От 1 года до 3 лет,https://hh.ru/vacancy/114953545
120647042,Системный аналитик,ИСЕРВ,0,От 3 до 6 лет,https://hh.ru/vacancy/120647042
121080879,Data аналитик,ИЦ АЙ-ТЕКО,0,От 3 до 6 лет,https://hh.ru/vacancy/121080879
115109674,Аналитик данных (Data analyst),"Красное & Белое, розничная сеть",0,От 1 года до 3 лет,https://hh.ru/vacancy/115109674
120708954,Senior Product analyst (ассортимент),Tripster,0,От 3 до 6 лет,https://hh.ru/vacancy/120708954
120630101,Аналитик PIM/MDM,"Глобус, Сеть гипермаркетов",0,От 1 года до 3 лет,https://hh.ru/vacancy/120630101
120018444,Специалист по качеству данных,Интерлизинг,0,От 3 до 6 лет,https://hh.ru/vacancy/120018444
115953661,"Data-аналитик стрима ""Аналитика и отчётность продаж СМБ""",Банк ВТБ (ПАО),0,От 1 года до 3 лет,https://hh.ru/vacancy/115953661
120649890,Аналитик отчетных систем/ Аналитик DWH,Совкомбанк Технологии,0,От 1 года до 3 лет,https://hh.ru/vacancy/120649890
118019746,Data Analyst / BI Developer,Okkam,0,От 1 года до 3 лет,https://hh.ru/vacancy/118019746
120851686,Системный аналитик (DWH),Neoflex,0,От 1 года до 3 лет,https://hh.ru/vacancy/120851686
120752797,Junior data scientist,Центральный банк Российской Федерации (Банк России),0,От 1 года до 3 лет,https://hh.ru/vacancy/120752797
120797911,Портфельный менеджер,Крупная компания в финансовом секторе,0,Более 6 лет,https://hh.ru/vacancy/120797911
119965134,Разработчик Big Data Junior,АФЛТ-Системс,0,От 1 года до 3 лет,https://hh.ru/vacancy/119965134
120463975,Руководитель направления аналитики развития продуктов,T2,0,От 3 до 6 лет,https://hh.ru/vacancy/120463975
118808276,Data analyst (Направления аналитики Департамента по работе с премиальными клиентами),Банк ВТБ (ПАО),0,От 1 года до 3 лет,https://hh.ru/vacancy/118808276
119561000,Senior Data engineer,"Лента, федеральная розничная сеть",0,От 1 года до 3 лет,https://hh.ru/vacancy/119561000
119649229,Аналитик данных/Data Scientist,Финко,0,От 1 года до 3 лет,https://hh.ru/vacancy/119649229
120536529,Продуктовый аналитик (Финтех),WILDBERRIES,0,Более 6 лет,https://hh.ru/vacancy/120536529
120639133,Data Engineer / Data Analyst,ФГУП ЦРП,0,От 3 до 6 лет,https://hh.ru/vacancy/120639133
120380062,Дата-аналитик,Ридан Трейд,0,От 1 года до 3 лет,https://hh.ru/vacancy/120380062
120603765,Data Engineer,МосТрансПроект,0,От 1 года до 3 лет,https://hh.ru/vacancy/120603765
120836794,Senior System analyst (Networks),Клауд Солюшенс,0,Более 6 лет,https://hh.ru/vacancy/120836794
108592803,Data Analyst (Управление координации стратегических проектов по фондированию и лояльности),Банк ВТБ (ПАО),0,От 1 года до 3 лет,https://hh.ru/vacancy/108592803
119863531,Специалист по работе с базами данных (Data Analyst Master data),Avanta Россия,0,От 1 года до 3 лет,https://hh.ru/vacancy/119863531
120770633,Data Engineer senior / Инженер данных,Notamedia,0,От 3 до 6 лет,https://hh.ru/vacancy/120770633
119954975,BI-аналитик,Novabev Group,0,От 1 года до 3 лет,https://hh.ru/vacancy/119954975
120030917,Senior Product Analyst,Data-Driven Lab,0,От 3 до 6 лет,https://hh.ru/vacancy/120030917
120541159,Аналитик данных,Т1,0,От 3 до 6 лет,https://hh.ru/vacancy/120541159
120108943,Аналитик данных/Продуктовый аналитик/Data Scientist (Python),Яндекс,0,От 3 до 6 лет,https://hh.ru/vacancy/120108943
120567923,Эксперт по настройке антифрод систем,"МАГНИТ, Розничная сеть",0,От 3 до 6 лет,https://hh.ru/vacancy/120567923
121114013,Архитектор Решений / Solution Architect (DWH),КОРУС Консалтинг,0,От 3 до 6 лет,https://hh.ru/vacancy/121114013
119785997,Data Engineer в команду ВКонтакте,VK,0,От 1 года до 3 лет,https://hh.ru/vacancy/119785997
119785976,Аналитик в команду Mobile Big Data,VK,0,От 1 года до 3 лет,https://hh.ru/vacancy/119785976
120641230,Системный аналитик,Мэлон Фэшн Груп,0,От 3 до 6 лет,https://hh.ru/vacancy/120641230
120239923,Главный аналитик BI (DWH),Альфа-Банк,0,От 1 года до 3 лет,https://hh.ru/vacancy/120239923
119764649,Аналитик данных (Data analyst),Группа компаний Современные транспортные технологии,0,От 3 до 6 лет,https://hh.ru/vacancy/119764649
112321185,Product Analyst (Middle/ Senior),Sputnik8,0,От 3 до 6 лет,https://hh.ru/vacancy/112321185
119914809,Аналитик данных,Оператор Газпром ИД,0,От 3 до 6 лет,https://hh.ru/vacancy/119914809
120242828,Аналитик данных (Data Platform и ML),БЮРО 1440,0,От 3 до 6 лет,https://hh.ru/vacancy/120242828
120084473,Системный аналитик (Северсталь Диджитал),Северсталь,0,От 3 до 6 лет,https://hh.ru/vacancy/120084473
111207004,Аналитик отчетных систем DWH,Совкомбанк Технологии,0,От 1 года до 3 лет,https://hh.ru/vacancy/111207004
120781546,Data Engineer,Комус,0,От 1 года до 3 лет,https://hh.ru/vacancy/120781546
103195749,Аналитик данных (middle),Электронная торговая площадка Газпромбанка,0,От 3 до 6 лет,https://hh.ru/vacancy/103195749
117803111,Аналитик данных,Kept (Кэпт),0,От 3 до 6 лет,https://hh.ru/vacancy/117803111
119746780,Data Analyst,Брусника,0,От 3 до 6 лет,https://hh.ru/vacancy/119746780
120242177,Владелец продукта (отчетность маркетплейсов),Faberlic,0,От 3 до 6 лет,https://hh.ru/vacancy/120242177
120583231,Data Engineer,АНО ЦИСМ,0,От 1 года до 3 лет,https://hh.ru/vacancy/120583231
120412473,Аналитик данных,Linde,0,От 3 до 6 лет,https://hh.ru/vacancy/120412473
120750127,"ML-engineer, NLP в техподдержке",Контур,0,От 3 до 6 лет,https://hh.ru/vacancy/120750127
119388449,Data analyst,Лига Цифровой Экономики,0,От 1 года до 3 лет,https://hh.ru/vacancy/119388449
118581410,Аналитик отчетных систем/ аналитик DWH,Совкомбанк Технологии,0,От 1 года до 3 лет,https://hh.ru/vacancy/118581410
120903693,Ведущий аналитик КХД,IBS,0,От 3 до 6 лет,https://hh.ru/vacancy/120903693
119240790,Системный аналитик Oracle (DWH),МегаФон,0,От 3 до 6 лет,https://hh.ru/vacancy/119240790
119430297,Системный аналитик (блок корпоративные функции),ЕВРАЗ,0,От 3 до 6 лет,https://hh.ru/vacancy/119430297
120824191,"Data Analyst (РКО, Daily Banking)",Газпромбанк,0,От 1 года до 3 лет,https://hh.ru/vacancy/120824191
116497400,Разработчик DWH(GreenPlum),Синимекс,0,От 3 до 6 лет,https://hh.ru/vacancy/116497400
120470368,ML Engineer (ML Инженер),Hunt For You,0,От 3 до 6 лет,https://hh.ru/vacancy/120470368
120238108,Системный аналитик DWH (отчетность ЦБ),Neoflex,0,От 1 года до 3 лет,https://hh.ru/vacancy/120238108
117401452,Senior System Analyst DWH,Lamoda Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/117401452
120547216,Team Lead команды Data-продуктов среднего бизнеса в цифровых каналах,Альфа-Банк,0,От 3 до 6 лет,https://hh.ru/vacancy/120547216
120650783,Аналитик данных,Coleman Group,0,От 1 года до 3 лет,https://hh.ru/vacancy/120650783
120626480,Senior Product Analyst / Продуктовый аналитик,New.HR,0,От 3 до 6 лет,https://hh.ru/vacancy/120626480
118869999,Data Analyst/Data Scientist в команду Внепродуктовой аналитики,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/118869999
120855552,Data Scientist middle/senior,X5 Tech,0,От 3 до 6 лет,https://hh.ru/vacancy/120855552
120590087,Data Scientist (Модели CRM),Т1,0,От 3 до 6 лет,https://hh.ru/vacancy/120590087
120750126,"ML-engineer, NLP в техподдержке",Контур,0,От 3 до 6 лет,https://hh.ru/vacancy/120750126
118524633,Ведущий аналитик отчетности ЦБ,RB DATA Group,0,От 3 до 6 лет,https://hh.ru/vacancy/118524633
119706210,Data Scientist (риск-моделирование),Центральный банк Российской Федерации (Банк России),0,От 1 года до 3 лет,https://hh.ru/vacancy/119706210
118280048,Senior data/product analyst (SberDevices),СБЕР,0,От 3 до 6 лет,https://hh.ru/vacancy/118280048
120187563,Data Engineer/analytics,Selecty,0,От 3 до 6 лет,https://hh.ru/vacancy/120187563
120518340,BI разработчик,Heaad,0,От 3 до 6 лет,https://hh.ru/vacancy/120518340
